Wavelength (nm),Absorbance (AU),Std.Dev.
358,0.223952293395996,0.0007885081673941
359,0.220223426818848,0.00052941896378348
360,0.219020843505859,0.000497536561420112
361,0.217297554016113,0.000497258628442393
362,0.215200424194336,0.0004113598743595
363,0.213603973388672,0.000459184032498324
364,0.21310567855835,0.000406117479552789
365,0.212571620941162,0.00047402122636145
366,0.210487842559814,0.000422623008735888
367,0.209090232849121,0.00040242796197145
368,0.208812713623047,0.000538264463063264
369,0.20573091506958,0.000655706403306638
370,0.205105781555176,0.000419104870842611
371,0.202865123748779,0.000434641189367343
372,0.201862335205078,0.000416370318434382
373,0.200292110443115,0.000446661793509261
374,0.199036598205566,0.00046378781241868
375,0.197690010070801,0.000385227765742405
376,0.196296215057373,0.00029502312275425
377,0.194869518280029,0.000306786814772522
378,0.194089412689209,0.000280600740059405
379,0.192146778106689,0.000336099508983582
380,0.190860271453857,0.000407530377397012
381,0.189914703369141,0.000346024794630388
382,0.188872814178467,0.000383893893511326
383,0.186634540557861,0.00034003270790762
384,0.18540620803833,0.000308466101378229
385,0.185585498809814,0.000292247888707673
386,0.18440580368042,0.000363578874433711
387,0.183236598968506,0.000401631647540936
388,0.181474208831787,0.000317915597633432
389,0.180216312408447,0.000287763224903777
390,0.179236888885498,0.000323800168654038
391,0.179515838623047,0.000350599526431532
392,0.178767204284668,0.000375626636507909
393,0.177899360656738,0.00031045285074594
394,0.177867412567139,0.000363498817430774
395,0.177037239074707,0.000360211260420511
396,0.176340103149414,0.000309137615445763
397,0.177083492279053,0.00024731627055985
398,0.176917552947998,0.000246601812116913
399,0.176350593566895,0.000327275682015017
400,0.175134181976318,0.000387600274532487
401,0.175623893737793,0.000272604095883504
402,0.176867961883545,0.000318030009267622
403,0.177510738372803,0.000264620135437388
404,0.178188323974609,0.000259609698162802
405,0.178746223449707,0.000278015283276784
406,0.180005073547363,0.000184929229101475
407,0.178201675415039,0.000265313497467463
408,0.177396774291992,0.000329264948681362
409,0.178516387939453,0.000253167751941952
410,0.180324077606201,0.00028610865268001
411,0.180800914764404,0.000195575328653085
412,0.181853294372559,0.000217843096170404
413,0.182084083557129,0.000234565111383716
414,0.179971218109131,0.000267627589672705
415,0.18152904510498,0.000194577607769762
416,0.182625770568848,0.000248043338119642
417,0.183694362640381,0.000372289828752519
418,0.182443618774414,0.000374180774986813
419,0.180457592010498,0.000319263042360207
420,0.183281421661377,0.000197131655543583
421,0.183691501617432,0.000229952216690942
422,0.1812744140625,0.000330505600045954
423,0.182265281677246,0.000321381169815751
424,0.180055618286133,0.000335947937234933
425,0.178597450256348,0.000374851028336739
426,0.179392337799072,0.000333306103802735
427,0.182850360870361,0.000291892897587605
428,0.179293155670166,0.000239165091064526
429,0.178421974182129,0.000375171161000387
430,0.18025016784668,0.000485741447184343
431,0.179601192474365,0.000295331240982094
432,0.179078578948975,0.000371242763064632
433,0.180489063262939,0.000326407486655083
434,0.181217193603516,0.000402437001944539
435,0.176683902740479,0.000354715569184768
436,0.17780065536499,0.000213678386877112
437,0.17836332321167,0.000221941958737013
438,0.179097652435303,0.000264069645689038
439,0.178668975830078,0.000360857053999282
440,0.177886486053467,0.000364957093485305
441,0.179885864257812,0.000334238018795248
442,0.179113388061523,0.000411978474275121
443,0.176677227020264,0.000477309946277376
444,0.177562236785889,0.000331812884948466
445,0.17823314666748,0.000307355487479483
446,0.177873611450195,0.000278844976723575
447,0.176836490631104,0.000334645934711157
448,0.180058479309082,0.000220775089304511
449,0.179805755615234,0.000409809289365897
450,0.181203842163086,0.000465635330430426
451,0.181243419647217,0.000433560105363061
452,0.182736873626709,0.000348298781653454
453,0.184609889984131,0.000464563725178698
454,0.186319351196289,0.000348162970248555
455,0.186400890350342,0.000424906592368661
456,0.187622547149658,0.000287624126375493
457,0.191150665283203,0.000198954840128511
458,0.190489768981934,0.000368705834051216
459,0.189455032348633,0.000535214397480488
460,0.190940856933594,0.00044390850415928
461,0.193954944610596,0.000287446994534065
462,0.196891784667969,0.000272083132048845
463,0.199940204620361,0.000395267805227495
464,0.194617748260498,0.000407083788206607
465,0.195653915405273,0.000448571742110716
466,0.195462703704834,0.000422829552533542
467,0.19608736038208,0.000308908051222391
468,0.19566535949707,0.000365395432675705
469,0.19309139251709,0.000371017307012404
470,0.190139293670654,0.000412490325714046
471,0.187664031982422,0.000562431803185274
472,0.183924198150635,0.000431659586412283
473,0.17814302444458,0.000371937874003804
474,0.173433303833008,0.000408671421897796
475,0.171393871307373,0.000432888309328508
476,0.168348789215088,0.000322206457443013
477,0.164045810699463,0.00029709978087583
478,0.161093711853027,0.000385237209335364
479,0.157891273498535,0.000435385488644627
480,0.155845165252686,0.000390955293609322
481,0.155879497528076,0.00039084361336701
482,0.153439998626709,0.000471250228965575
483,0.152548313140869,0.000369504187567816
484,0.150387287139893,0.000325330166807075
485,0.152569770812988,0.000206417072425364
486,0.147579193115234,0.00012882018602901
487,0.135547637939453,0.000239328555187749
488,0.141258239746094,0.000442406215848663
489,0.147879123687744,0.000431785986231415
490,0.148849010467529,0.000308737238966423
491,0.148361206054687,0.000335525340601054
492,0.147789478302002,0.000305223461241112
493,0.148952484130859,0.000397644452836242
494,0.145077705383301,0.000451941016223751
495,0.1470947265625,0.000343656377817462
496,0.149028778076172,0.000245248248959391
497,0.149165153503418,0.000235910575835186
498,0.148452758789062,0.000258957261630412
499,0.148513317108154,0.000322595755948006
500,0.147538661956787,0.000298297374515191
501,0.14868688583374,0.000391039032859482
502,0.14863920211792,0.000347043118916912
503,0.148776531219482,0.000301499878031154
504,0.149466991424561,0.000425368680028882
505,0.150846481323242,0.000293756459170203
506,0.150265693664551,0.000237374882314115
507,0.149200916290283,0.000182911651076193
508,0.14993953704834,0.000328833763599766
509,0.150032997131348,0.000274922985026966
510,0.151525974273682,0.000472422188151088
511,0.151896476745605,0.000419000693642185
512,0.151368141174316,0.000359037798916058
513,0.151716232299805,0.000307887664216007
514,0.151596546173096,0.000312269729473233
515,0.151798725128174,0.000244542625386605
516,0.152312278747559,0.000203188588489315
517,0.153067588806152,0.000287788508322083
518,0.15276575088501,0.000298461972570121
519,0.153656959533691,0.000210211107176427
520,0.15378475189209,0.000330786167457011
521,0.153884410858154,0.000322358847630661
522,0.155048847198486,0.000367599081623737
523,0.155277252197266,0.000361179517781248
524,0.155738353729248,0.000261209288745644
525,0.155868530273437,0.000217408462694393
526,0.155428409576416,0.000279229586171648
527,0.155438899993896,0.000202740483258588
528,0.155611038208008,0.000200702566853349
529,0.156221866607666,0.000191662440255279
530,0.156973838806152,0.000186159571648507
531,0.156940460205078,0.000179179136543807
532,0.157335758209229,0.00022929472239912
533,0.157607555389404,0.000266312592350142
534,0.157094955444336,0.000285529516980163
535,0.157199859619141,0.000275841125922737
536,0.15694522857666,0.000330786167457011
537,0.157785892486572,0.00024467647874183
538,0.157472610473633,0.000219486025440137
539,0.157032012939453,0.000192604438930971
540,0.1575927734375,0.000236449695088375
541,0.157661437988281,0.00014476072472722
542,0.157432556152344,0.000189860245997071
543,0.156835556030273,0.000266987933708913
544,0.156919479370117,0.000181243288534044
545,0.157531261444092,0.000232524495550462
546,0.157835960388184,0.000220523653388471
547,0.158681392669678,0.000202776368118068
548,0.158102512359619,0.000207081325059971
549,0.158029079437256,0.000228742716152879
550,0.158495903015137,0.000181829456906326
551,0.158121109008789,0.000231237999702977
552,0.15809965133667,0.000275392345920218
553,0.158298969268799,0.000225196413317039
554,0.157633781433105,0.000232038975917748
555,0.157289981842041,0.000191282439999925
556,0.157684803009033,0.000258514352959898
557,0.157564640045166,0.000178940410390213
558,0.157953262329102,0.000181152940438103
559,0.158411502838135,0.000176024616176261
560,0.157771587371826,0.00021479489572971
561,0.157365798950195,0.000175460524492017
562,0.157279968261719,0.00017701387365255
563,0.157633304595947,0.000245307577233366
564,0.157123565673828,0.000223884059289869
565,0.157175540924072,0.000138328807667097
566,0.156387329101562,0.000217132186353164
567,0.155845165252686,0.000286432711221209
568,0.154934883117676,0.000222792690283948
569,0.153456211090088,0.000157168305011388
570,0.151919841766357,0.000124807514826892
571,0.150976657867432,0.000132258502937235
572,0.150923728942871,0.000123238192233196
573,0.150983333587646,0.000129867893452066
574,0.149378776550293,0.000144077434295816
575,0.149261951446533,0.000118651036610487
576,0.149410724639893,0.000159494723450617
577,0.14818000793457,0.000154733474155311
578,0.147613048553467,0.000180151072542089
579,0.14818811416626,0.000129836375093274
580,0.147887229919434,0.000131482604519761
581,0.146416187286377,0.000139305019477867
582,0.144972801208496,0.00013793045411252
583,0.144234657287598,0.000199069091387011
584,0.148934364318848,0.000172696700201648
585,0.148275852203369,0.000190415114370891
586,0.14902925491333,0.000159357808289722
587,0.148886680603027,0.000160806571261276
588,0.148135662078857,0.000120800838117733
589,0.146812915802002,0.000129260694591475
590,0.149070262908936,0.000127678436059414
591,0.151692867279053,0.000148825147311454
592,0.151041507720947,0.000183021009357661
593,0.150846004486084,0.000143136952415645
594,0.149802684783936,0.000182069390316494
595,0.149121284484863,0.000173285536250822
596,0.148905754089355,0.000113659415553586
597,0.149703979492187,0.000151927831671143
598,0.149640560150146,0.000146487603549346
599,0.150838851928711,0.000139556151938084
600,0.152330875396729,0.000119228361511475
601,0.152170658111572,0.000120853528768387
602,0.150600433349609,0.0000985473714795647
603,0.148833274841309,0.000126856609024403
604,0.148013114929199,0.000123643424580934
605,0.150762557983398,0.000125392760573529
606,0.152410507202148,0.000142532042550094
607,0.152069091796875,0.000130580269064047
608,0.15249490737915,0.000160271204095348
609,0.152887344360352,0.000160157669420174
610,0.153381824493408,0.000181529094182274
611,0.153336048126221,0.000208442752076191
612,0.152879238128662,0.000154321478627974
613,0.152381896972656,0.000136402100842211
614,0.15180778503418,0.000131164026237138
615,0.152868747711182,0.000168174185715385
616,0.15373706817627,0.00020575067530563
617,0.154933929443359,0.000226713880421988
618,0.158195972442627,0.000192665816267859
619,0.163385391235352,0.000133180200007267
620,0.167912006378174,0.000116742357805842
621,0.16767692565918,0.000121538299308675
622,0.162979602813721,0.000154795178907192
623,0.146409511566162,0.000165481044158179
624,0.139478206634521,0.000152301519605081
625,0.143162727355957,0.000109433868092081
626,0.146835327148437,0.000147831824005867
627,0.150672912597656,0.000200693503538894
628,0.153182029724121,0.000167445222882756
629,0.155791282653809,0.000142196646267821
630,0.154206275939941,0.000154518784977565
631,0.153252124786377,0.000155922105145782
632,0.153157711029053,0.000122709389545188
633,0.155047416687012,0.000112307045745968
634,0.157680034637451,0.000145030631136676
635,0.158117771148682,0.000147754901175417
636,0.15659236907959,0.000120467224624957
637,0.154910087585449,0.000130325797736325
638,0.154903411865234,0.000211668438834745
639,0.156359672546387,0.000172121702337478
640,0.157510757446289,0.000119199752426117
641,0.157821655273437,0.000258901061258282
642,0.161103248596191,0.000185120934426131
643,0.162006855010986,0.000209743316281489
644,0.159591197967529,0.000272163345238102
645,0.157080173492432,0.000313264230836045
646,0.155168056488037,0.000262113009543454
647,0.153711795806885,0.000224423701054013
648,0.152698993682861,0.000237079675572511
649,0.153642654418945,0.000285204432202172
650,0.155489444732666,0.000227402835851722
651,0.155726909637451,0.000287377377153785
652,0.155430793762207,0.000231434573857951
653,0.154926300048828,0.000216031967835263
654,0.156225681304932,0.000146080368933331
655,0.147789001464844,0.000138351817817884
656,0.139851093292236,0.000124457238704282
657,0.124724864959717,0.000161173780969606
658,0.145237445831299,0.000189255700958311
659,0.154420852661133,0.000218584982702241
660,0.154911041259766,0.000222617084473782
661,0.154958248138428,0.000223875934448753
662,0.154952049255371,0.000220032320273128
663,0.154767990112305,0.000252109356705973
664,0.154486656188965,0.000297466903242851
665,0.155107021331787,0.000232841102842012
666,0.15433406829834,0.000297405747652632
667,0.153320789337158,0.000302517759596357
668,0.154179096221924,0.000168945767114006
669,0.153662204742432,0.000142244608440328
670,0.153420448303223,0.000120640743387635
671,0.154581069946289,0.000119022222609121
672,0.153721809387207,0.000150042401850228
673,0.152088165283203,0.000118545592007651
674,0.153027057647705,0.000162514050607275
675,0.153681755065918,0.000150375419434761
676,0.153832912445068,0.000171886402566037
677,0.153928756713867,0.000143834196146914
678,0.154256820678711,0.000132598459925726
679,0.154116153717041,0.000113202386670867
680,0.153814792633057,0.000173966507397821
681,0.153701782226562,0.000174472885195207
682,0.152965545654297,0.000196762218083325
683,0.15192985534668,0.00015746604095625
684,0.152139186859131,0.000158992124776911
685,0.151904106140137,0.000124996837887033
686,0.151749610900879,0.000184125838771444
687,0.15256404876709,0.000178889576489471
688,0.151864528656006,0.000162533636850027
689,0.151748657226562,0.000159163643534518
690,0.151806354522705,0.000171698460282169
691,0.151865005493164,0.000162180722575999
692,0.15173864364624,0.000177450064989513
693,0.15126895904541,0.000184273965023261
694,0.151299476623535,0.000154112117116398
695,0.151045322418213,0.000170267592670226
696,0.150516510009766,0.000146512436165824
697,0.149918079376221,0.000180231830619682
698,0.150698661804199,0.000187474033549484
699,0.150330066680908,0.000226135466262779
700,0.149815082550049,0.000169895948598451
701,0.149582386016846,0.00017933134877843
702,0.148452281951904,0.00013903381024586
703,0.148138523101807,0.000181022358024855
704,0.149373531341553,0.000132584741187918
705,0.150408744812012,0.000112294897658271
706,0.149263381958008,0.000102505571992856
707,0.148523330688477,0.000134268402755611
708,0.149088382720947,0.000147289433162701
709,0.149566650390625,0.00015746604095625
710,0.148927688598633,0.00019652633921561
711,0.148542404174805,0.000180670320879303
712,0.14871883392334,0.000150786133479247
713,0.148575305938721,0.000144540661387811
714,0.148805618286133,0.000163050420507046
715,0.147620677947998,0.000142936660729944
716,0.146339893341064,0.000153834495936807
717,0.146421432495117,0.000111120451846724
718,0.14638090133667,0.00018059479506779
719,0.146050453186035,0.000160512198638681
720,0.145636558532715,0.000134515415814591
721,0.146440505981445,0.000133558674693456
722,0.146068572998047,0.000199853369556432
723,0.145341873168945,0.000157682485257775
724,0.144504070281982,0.000150858496354909
725,0.145444869995117,0.000123348842175188
726,0.144567489624023,0.000174091933879434
727,0.145078182220459,0.000130493177221242
728,0.145014762878418,0.000119592052130274
729,0.143677711486816,0.00015843053613344
730,0.143862724304199,0.00017695220708609
731,0.143385887145996,0.000165503026961126
732,0.143844604492187,0.000153636310796351
733,0.143255233764648,0.000154654103299022
734,0.142390251159668,0.000142815714058222
735,0.142157077789307,0.00016146976378172
736,0.141436100006104,0.000143127421072041
737,0.141767024993896,0.000153949739959185
738,0.143618106842041,0.000179680947580803
739,0.143630981445312,0.000150985047935014
740,0.141548633575439,0.000128601133964825
741,0.140413284301758,0.000112658770467466
742,0.139722347259521,0.0000740741624036079
743,0.141881465911865,0.000110125642339971
744,0.143467426300049,0.000164386454974482
745,0.141412258148193,0.000115262499782662
746,0.139601707458496,0.0001282966683616
747,0.13941478729248,0.00015680041541089
748,0.141587257385254,0.000120463449702131
749,0.142345428466797,0.000162933240469985
750,0.139629364013672,0.000207327129423991
751,0.13787317276001,0.000175356824409382
752,0.13879919052124,0.000155927938043494
753,0.139260768890381,0.000152855876198943
754,0.14052152633667,0.000159155071986657
755,0.141336917877197,0.000153126362545474
756,0.140111446380615,0.000161156851246938
757,0.140166282653809,0.000130283919265534
758,0.138976573944092,0.000134647195979499
759,0.137568473815918,0.000156440381391787
760,0.138730049133301,0.000186983409225404
761,0.139962673187256,0.000181263359773146
762,0.141329288482666,0.000151691186147565
763,0.13964319229126,0.00014172896663476
764,0.140056610107422,0.000138902917908195
765,0.140246391296387,0.000165640353381608
766,0.140468120574951,0.000177357784592384
767,0.140083789825439,0.00016176520503313
768,0.138621807098389,0.000152986720519869
769,0.137300968170166,0.000154230102217982
770,0.137471675872803,0.000114744498997624
771,0.136627674102783,0.000106113143178872
772,0.137758255004883,0.000105907239646847
773,0.13750696182251,0.000126684424881218
774,0.13767671585083,0.000154983079959791
775,0.13841724395752,0.000131316486191242
776,0.138751983642578,0.000181719381552908
777,0.138527393341064,0.0000996395712784498
778,0.137309074401855,0.000127464557240323
779,0.136131286621094,0.000152474599742776
780,0.136041164398193,0.00016589273697467
781,0.136608600616455,0.000166152948146024
782,0.136257171630859,0.000131309560033576
783,0.136397838592529,0.000163005790425666
784,0.136706829071045,0.000121893232771608
785,0.136687755584717,0.000117082701081212
786,0.136613845825195,0.000109947936900221
787,0.137427806854248,0.000133135803760118
788,0.13648509979248,0.000137461492513483
789,0.135144710540771,0.000194343757232452
790,0.134511947631836,0.000126490437557901
791,0.135831356048584,0.000116971955157943
792,0.136340141296387,0.000159665702299195
793,0.133859634399414,0.000113889238689767
794,0.132600784301758,0.000144257229528597
795,0.134597301483154,0.000189726069128017
796,0.135040283203125,0.000181554143388837
797,0.134426116943359,0.000136402100842211
798,0.134765148162842,0.000177880073855056
799,0.133931636810303,0.000179356704925432
800,0.132916927337646,0.0000998196834560866
801,0.132285594940186,0.000108534673617987
802,0.13330078125,0.000175952265254956
803,0.134397506713867,0.000177162812571329
804,0.134941101074219,0.00013021758414229
805,0.132701873779297,0.000130021873223528
806,0.13087797164917,0.000148531521842691
807,0.131711959838867,0.000133439451704923
808,0.132025718688965,0.000118557099612591
809,0.131808280944824,0.000115276307572737
810,0.131673336029053,0.000153588945174724
811,0.130958557128906,0.000130482722293755
812,0.130864143371582,0.000103353835305339
813,0.131009101867676,0.0000930138073116835
814,0.131184101104736,0.000115937147616724
815,0.130186080932617,0.0000887250324947564
816,0.129318714141846,0.000141805951413188
817,0.13041877746582,0.000111547286004436
818,0.130025863647461,0.000119239803223656
819,0.130094051361084,0.000137444950618513
820,0.130018711090088,0.0001300743246651
821,0.130039691925049,0.000152020591934284
822,0.129634380340576,0.000194811177594051
823,0.129106521606445,0.00016653567616539
824,0.129158973693848,0.000156184369884607
825,0.128341674804687,0.000141279052676286
826,0.128509044647217,0.000124570456375698
827,0.128818511962891,0.000151267898781946
828,0.129730224609375,0.000182164276654033
829,0.128757953643799,0.000149745089643072
830,0.128002166748047,0.000141030988201431
831,0.127753257751465,0.000119535001201337
832,0.127860546112061,0.000103272404931522
833,0.12802267074585,0.000165505774606196
834,0.127460479736328,0.000157072794509406
835,0.12837028503418,0.00014219025008914
836,0.127721309661865,0.000133313300039211
837,0.127285480499268,0.000146338519358183
838,0.127336978912354,0.000143076576515882
839,0.127410888671875,0.000115301946224536
840,0.127595901489258,0.000151535217789011
841,0.127517700195312,0.000144213090062732
842,0.127250671386719,0.000157286888782649
843,0.12686014175415,0.000138085322980646
844,0.126402854919434,0.000175351637795429
845,0.126489162445068,0.000122215512465549
846,0.127095699310303,0.000166360824039045
847,0.12680196762085,0.0001778391654261
848,0.125692367553711,0.000136974326802046
849,0.125318050384521,0.000132454342311605
850,0.125901222229004,0.000139852363446696
851,0.124719142913818,0.000159046459062786
852,0.123551845550537,0.000154545269624337
853,0.12434720993042,0.000155536650254717
854,0.124433040618896,0.000155232284411052
855,0.124929428100586,0.000139780809405969
856,0.125042915344238,0.000144446245895741
857,0.124836444854736,0.000103303223973178
858,0.124155521392822,0.000131472228273482
859,0.124587059020996,0.000128533930375233
860,0.124593257904053,0.000107775746732245
861,0.124348163604736,0.000173516317986208
862,0.1238112449646,0.000121844723990784
863,0.12415075302124,0.0000972817923318552
864,0.124697685241699,0.000136008134827883
865,0.123649120330811,0.000126637751387025
866,0.123644351959229,0.000188427317997714
867,0.123975276947021,0.000163381974210852
868,0.12385368347168,0.000133715206099209
869,0.123666286468506,0.000146776023249356
870,0.123501777648926,0.00011098532107203
871,0.122583866119385,0.000113753399375466
872,0.122220516204834,0.000164602087367735
873,0.121854782104492,0.000165821450116386
874,0.121578216552734,0.000176045282406585
875,0.120885372161865,0.000178283540568276
876,0.120999336242676,0.000170744993090079
877,0.121950626373291,0.000175791953674907
878,0.120693683624268,0.000209126665515073
879,0.120009422302246,0.000169023807707942
880,0.120590209960937,0.000197859268024305
881,0.120858669281006,0.000168084929175326
882,0.120014190673828,0.00018726531101878
883,0.118604183197021,0.000165626625863341
884,0.118869304656982,0.000116232908625251
885,0.119056701660156,0.000115329550706132
886,0.118833541870117,0.000149930220599517
887,0.119466781616211,0.000160930951428511
888,0.119341850280762,0.000146881325636568
889,0.118300437927246,0.000159580235773864
890,0.119233131408691,0.000192406009108253
891,0.120214939117432,0.000174311213055357
892,0.119949817657471,0.000158748822645795
893,0.118966579437256,0.000190161797799904
894,0.119061946868896,0.000127361053725698
895,0.118021011352539,0.000112606283715067
896,0.118553161621094,0.000145359488550244
897,0.118392944335937,0.000209204933112766
898,0.118173599243164,0.000207344675728137
899,0.118598937988281,0.000150698648644472
900,0.117939949035645,0.000157864069133163
901,0.117910385131836,0.000215871928535049
902,0.118309497833252,0.000261452905482523
903,0.116952896118164,0.000192750768007352
904,0.117477893829346,0.000150112093886955
905,0.117720603942871,0.000183249456694584
906,0.117153167724609,0.000176777368327843
907,0.116299152374268,0.000132268817501723
908,0.115846633911133,0.000175926418429219
909,0.116196155548096,0.000193950253584078
910,0.115560531616211,0.000179777094542666
911,0.115842819213867,0.000193142006533841
912,0.115926742553711,0.000201290806953482
913,0.116831302642822,0.000224508789075741
914,0.115329265594482,0.000193123169843249
915,0.114651679992676,0.000239370353660796
916,0.114085674285889,0.000187250740299604
917,0.114124774932861,0.000201466944064584
918,0.115299224853516,0.000183601502244703
919,0.115494728088379,0.000185174969275664
920,0.115732192993164,0.000226444940959072
921,0.114060401916504,0.000177209009541884
922,0.113607406616211,0.00020016712914938
